,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Surface reelle bati,Nombre pieces principales,Surface terrain
823663,22/01/2020,Vente en l'état futur d'achèvement,"5858550,00",91.0,RUE,4287,DES GRANDS CHAMPS,75020.0,DY,20,,3.0,,,,,,,,,,1,,,,
823664,22/01/2020,Vente en l'état futur d'achèvement,"5858550,00",91.0,RUE,4287,DES GRANDS CHAMPS,75020.0,DY,20,,7.0,,,,,,,,,,1,,,,
823665,22/01/2020,Vente en l'état futur d'achèvement,"5858550,00",91.0,RUE,4287,DES GRANDS CHAMPS,75020.0,DY,20,,11.0,,,,,,,,,,1,,,,
823666,22/01/2020,Vente en l'état futur d'achèvement,"5858550,00",91.0,RUE,4287,DES GRANDS CHAMPS,75020.0,DY,20,,16.0,,,,,,,,,,1,,,,
823667,22/01/2020,Vente en l'état futur d'achèvement,"5858550,00",91.0,RUE,4287,DES GRANDS CHAMPS,75020.0,DY,20,,6.0,,,,,,,,,,1,,,,
823668,22/01/2020,Vente en l'état futur d'achèvement,"5858550,00",91.0,RUE,4287,DES GRANDS CHAMPS,75020.0,DY,20,,4.0,,,,,,,,,,1,,,,
823669,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823670,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,50.0,2.0,516.0
823671,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,49.0,2.0,516.0
823672,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823673,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823674,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,48.0,2.0,516.0
823675,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,40.0,2.0,516.0
823676,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823677,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,4.0,516.0
823678,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,49.0,2.0,516.0
823679,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,30.0,1.0,516.0
823680,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,27.0,2.0,516.0
823681,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,46.0,2.0,516.0
823682,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,40.0,2.0,516.0
823683,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,44.0,2.0,516.0
823684,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,50.0,4.0,516.0
823685,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823686,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,48.0,3.0,516.0
823687,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823688,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823689,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,52.0,3.0,516.0
823690,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,53.0,2.0,516.0
823691,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823692,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823693,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823694,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,50.0,2.0,516.0
823695,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,24.0,2.0,516.0
823696,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823697,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,4.0,32.0,0.0,516.0
823698,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823699,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,4.0,72.0,0.0,516.0
823700,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823701,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823702,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823703,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,40.0,2.0,516.0
823704,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823705,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,24.0,1.0,516.0
823706,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,34.0,2.0,516.0
823707,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,32.0,1.0,516.0
823708,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,4.0,66.0,0.0,516.0
823709,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,49.0,2.0,516.0
823710,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,46.0,2.0,516.0
823711,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823712,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823713,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,48.0,3.0,516.0
823714,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,47.0,2.0,516.0
823715,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,48.0,2.0,516.0
823716,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,42.0,2.0,516.0
823717,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,40.0,2.0,516.0
823718,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,49.0,2.0,516.0
823719,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,48.0,3.0,516.0
823720,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,66.0,3.0,516.0
823721,15/01/2020,Vente,"262500,00",105.0,RUE,6980,DE L OURCQ,75019.0,AI,12,,,,,,,,,,,,0,2.0,40.0,2.0,516.0
823722,03/02/2020,Vente,"134400,00",153.0,RUE,0626,DE BAGNOLET,75020.0,BK,22,,2.0,"14,18",8.0,,,,,,,,2,2.0,20.0,1.0,
823723,21/01/2020,Vente,"536000,00",11.0,AV,3933,GAMBETTA,75020.0,BZ,80,,15.0,"52,04",71.0,,,,,,,,2,2.0,55.0,3.0,
823724,27/01/2020,Vente,"1910000,00",13.0,VLA,0250,ALSACE,75019.0,DI,545,,,,,,,,,,,,0,1.0,102.0,4.0,116.0
823725,20/01/2020,Vente,"470000,00",6.0,RUE,5842,LUCIEN LEUWEN,75020.0,CN,26,,1362.0,,,,,,,,,,1,3.0,0.0,0.0,
823726,20/01/2020,Vente,"470000,00",7.0,RUE,9085,STENDHAL,75020.0,CN,26,,2078.0,"47,00",2312.0,,,,,,,,2,2.0,47.0,2.0,
823727,20/01/2020,Vente,"470000,00",6.0,RUE,5842,LUCIEN LEUWEN,75020.0,CN,26,,1363.0,,,,,,,,,,1,3.0,0.0,0.0,
823728,28/01/2020,Vente,"250000,00",10.0,RUE,5659,DU LIBAN,75020.0,AN,13,,16.0,"24,92",,,,,,,,,1,2.0,25.0,1.0,
823729,05/02/2020,Vente,"230000,00",45.0,AV,3933,GAMBETTA,75020.0,CA,65,,13.0,"43,77",,,,,,,,,1,2.0,48.0,2.0,
823730,16/01/2020,Vente,"264500,00",226.0,RUE,7904,DES PYRENEES,75020.0,CD,6,,48.0,"28,20",,,,,,,,,1,2.0,25.0,2.0,
823731,18/01/2020,Vente,"217000,00",14.0,RUE,4502,D HAUTPOUL,75019.0,DI,4,,19.0,,9.0,"21,63",,,,,,,2,2.0,24.0,1.0,
823732,30/01/2020,Vente,"171800,00",80.0,RUE,2494,CURIAL,75019.0,BM,14,,147.0,"81,62",208.0,,,,,,,,2,2.0,76.0,3.0,
823733,30/01/2020,Vente,"171800,00",80.0,RUE,2494,CURIAL,75019.0,BM,14,,245.0,,,,,,,,,,1,3.0,0.0,0.0,
823734,28/01/2020,Vente,"225000,00",65.0,RUE,0610,D AVRON,75020.0,DP,21,,21.0,"24,75",,,,,,,,,1,2.0,30.0,2.0,
823735,23/01/2020,Vente,"270000,00",49.0,AV,4903,JEAN JAURES,75019.0,AW,6,,34.0,"31,84",,,,,,,,,1,2.0,34.0,2.0,
823736,28/01/2020,Vente,"15000,00",55.0,AV,4903,JEAN JAURES,75019.0,AW,7,,332.0,,,,,,,,,,1,3.0,0.0,0.0,
823737,24/01/2020,Vente,"900000,00",6.0,IMP,8730,SAINT PIERRE,75020.0,DR,47,,,,,,,,,,,,0,1.0,104.0,4.0,114.0
823738,13/01/2020,Vente,"487400,00",7.0,RUE,3238,EMILE LANDRIN,75020.0,CK,75,,7.0,"51,80",75.0,,,,,,,,2,2.0,51.0,1.0,
823739,13/01/2020,Vente,"487400,00",9.0,RUE,3238,EMILE LANDRIN,75020.0,CK,75,,34.0,,,,,,,,,,1,3.0,0.0,0.0,
823740,28/01/2020,Vente,"519000,00",37.0,CRS,9850,DE VINCENNES,75020.0,DV,23,,30.0,"44,83",,,,,,,,,1,2.0,46.0,2.0,
823741,20/01/2020,Vente,"390000,00",4.0,RUE,1451,DE CAMBRAI,75019.0,BL,1,,157.0,,,,,,,,,,1,3.0,0.0,0.0,
823742,20/01/2020,Vente,"390000,00",4.0,RUE,1451,DE CAMBRAI,75019.0,BL,1,,353.0,,66.0,"40,76",,,,,,,2,2.0,42.0,2.0,
823743,22/01/2020,Vente,"153000,00",101.0,RUE,6236,DE MEAUX,75019.0,AV,106,,133.0,,46.0,"15,24",,,,,,,2,2.0,15.0,1.0,
823744,20/01/2020,Vente,"355000,00",2.0,RUE,9500,DU TUNNEL,75019.0,EK,55,,1.0,"48,49",,,,,,,,,1,2.0,46.0,3.0,
823745,17/01/2020,Vente,"139920,00",87.0,RUE,2443,DE CRIMEE,75019.0,EM,65,,2.0,"16,34",22.0,,,,,,,,2,4.0,19.0,0.0,
823746,22/01/2020,Vente,"12000,00",6.0,RUE,0358,DES ANNELETS,75019.0,DZ,68,,189.0,,,,,,,,,,1,3.0,0.0,0.0,
823747,17/01/2020,Vente,"490000,00",27.0,RUE,3388,ETIENNE DOLET,75020.0,AN,58,,29.0,"50,52",,,,,,,,,1,2.0,52.0,2.0,
823748,23/01/2020,Vente,"14800,00",126.0,RUE,7228,PELLEPORT,75020.0,BS,2,,104.0,,,,,,,,,,1,3.0,0.0,0.0,
823749,30/01/2020,Vente,"567000,00",122.0,RUE,0626,DE BAGNOLET,75020.0,DB,1,,24.0,"60,64",98.0,,,,,,,,2,2.0,59.0,2.0,
823750,24/01/2020,Vente,"245000,00",186.0,AV,4903,JEAN JAURES,75019.0,CY,116,,1098.0,"33,90",,,,,,,,,1,2.0,34.0,1.0,
823751,28/01/2020,Vente,"499000,00",207.0,RUE,2443,DE CRIMEE,75019.0,AL,70,,20.0,,67.0,"52,57",,,,,,,2,2.0,49.0,3.0,
823752,27/01/2020,Vente,"305000,00",4.0,RUE,6257,MELINGUE,75019.0,EB,53,,37.0,,58.0,"35,50",,,,,,,2,2.0,27.0,2.0,
823753,17/01/2020,Vente,"837000,00",17.0,RUE,2092,CLAVEL,75019.0,EC,34,,103.0,"71,03",104.0,,164.0,,,,,,3,2.0,110.0,3.0,
823754,04/02/2020,Vente,"1024000,00",94.0,RUE,4510,HAXO,75020.0,AZ,3,,371.0,,,,,,,,,,1,3.0,0.0,0.0,
823755,04/02/2020,Vente,"1024000,00",94.0,RUE,4510,HAXO,75020.0,AZ,3,,336.0,"136,47",343.0,,,,,,,,2,2.0,136.0,4.0,
823756,30/01/2020,Vente,"16500,00",19.0,RUE,2960,DE LA DUEE,75020.0,AS,257,,5100.0,,,,,,,,,,1,3.0,0.0,0.0,
823757,06/02/2020,Vente,"365000,00",38.0,RUE,3625,FESSART,75019.0,EI,9,,189.0,,66.0,"31,30",,,,,,,2,2.0,33.0,1.0,
823758,06/02/2020,Vente,"365000,00",38.0,RUE,3625,FESSART,75019.0,EI,9,,281.0,,,,,,,,,,1,3.0,0.0,0.0,
823759,06/02/2020,Vente,"300000,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,56.0,,57.0,,61.0,"14,60",,,,,3,2.0,20.0,2.0,
823760,06/02/2020,Vente,"300000,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,62.0,"15,85",,,,,,,,,1,2.0,15.0,1.0,
823761,17/01/2020,Vente,"680000,00",78.0,RUE,7904,DES PYRENEES,75020.0,DN,24,,24.0,"73,07",41.0,,,,,,,,2,2.0,72.0,3.0,
823762,03/02/2020,Vente,"449000,00",42.0,RUE,9844,VILLIERS ISLE ADAM,75020.0,CC,84,,194.0,,,,,,,,,,1,3.0,0.0,0.0,
823763,03/02/2020,Vente,"449000,00",42.0,RUE,9844,VILLIERS ISLE ADAM,75020.0,CC,84,,16.0,"49,01",84.0,,,,,,,,2,2.0,49.0,2.0,
823764,06/02/2020,Vente,"296000,00",30.0,AV,8978,SIMON BOLIVAR,75019.0,EC,32,,40.0,,,,,,,,,,1,4.0,24.0,0.0,
823765,06/02/2020,Vente,"296000,00",30.0,AV,8978,SIMON BOLIVAR,75019.0,EC,32,,7.0,"35,89",,,,,,,,,1,2.0,35.0,3.0,
823766,24/01/2020,Vente,"180000,00",58.0,RUE,4452,DES HAIES,75020.0,DP,31,,7.0,"19,23",,,,,,,,,1,2.0,22.0,1.0,
823767,16/01/2020,Vente,"295000,00",30.0,AV,5393,DE LAUMIERE,75019.0,EN,60,,35.0,"23,19",,,,,,,,,1,2.0,18.0,1.0,
823768,16/01/2020,Vente,"295000,00",30.0,AV,5393,DE LAUMIERE,75019.0,EN,60,,34.0,"4,56",,,,,,,,,1,2.0,5.0,1.0,
823769,16/01/2020,Vente,"295000,00",30.0,AV,5393,DE LAUMIERE,75019.0,EN,60,,36.0,,,,,,,,,,1,2.0,13.0,1.0,
823770,06/02/2020,Vente,"3500,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,53.0,,59.0,,,,,,,,2,2.0,57.0,2.0,
823771,06/02/2020,Vente,"3500,00",30.0,RUE,3293,DES ENVIERGES,75020.0,AC,76,,1.0,,101.0,,5.0,,6.0,,7.0,,7,4.0,22.0,0.0,
823772,06/02/2020,Vente,"3500,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,52.0,,,,,,,,,,1,3.0,0.0,0.0,
823773,06/02/2020,Vente,"3500,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,62.0,,,,,,,,,,1,2.0,15.0,1.0,
823774,06/02/2020,Vente,"3500,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,102.0,,103.0,,104.0,,105.0,,51.0,,6,1.0,205.0,4.0,
823775,06/02/2020,Vente,"3500,00",30.0,RUE,3293,DES ENVIERGES,75020.0,AC,76,,2.0,,,,,,,,,,1,2.0,43.0,3.0,
823776,06/02/2020,Vente,"3500,00",30.0,RUE,3293,DES ENVIERGES,75020.0,AC,76,,4.0,,,,,,,,,,1,2.0,20.0,2.0,
823777,06/02/2020,Vente,"3500,00",30.0,RUE,3293,DES ENVIERGES,75020.0,AC,76,,,,,,,,,,,,0,,,,369.0
823778,06/02/2020,Vente,"3500,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,54.0,,60.0,,,,,,,,2,2.0,57.0,3.0,
823779,06/02/2020,Vente,"3500,00",30.0,RUE,3293,DES ENVIERGES,75020.0,AC,76,,3.0,,,,,,,,,,1,2.0,28.0,2.0,
823780,06/02/2020,Vente,"3500,00",30.0,RUE,3293,DES ENVIERGES,75020.0,AC,76,,1.0,,101.0,,5.0,,6.0,,7.0,,7,2.0,70.0,3.0,
823781,06/02/2020,Vente,"3500,00",19.0,RUE,9418,DU TRANSVAAL,75020.0,AC,76,,55.0,,56.0,,57.0,,61.0,,,,4,2.0,20.0,2.0,
823782,18/01/2020,Vente,"107500,00",3.0,RUE,5852,DE LUNEVILLE,75019.0,CY,3,,9.0,"10,96",,,,,,,,,1,2.0,11.0,1.0,
823783,29/01/2020,Vente,"381730,00",36.0,RUE,3388,ETIENNE DOLET,75020.0,AN,46,,18.0,,43.0,"34,91",44.0,,,,,,3,2.0,35.0,2.0,
823784,29/01/2020,Vente,"144000,00",45.0,RUE,7796,DU PRE ST GERVAIS,75019.0,DY,23,,25.0,"19,46",62.0,,,,,,,,2,2.0,18.0,1.0,
823785,04/02/2020,Vente,"591300,00",36.0,RUE,9029,SORBIER,75020.0,CB,18,,2.0,"59,61",,,,,,,,,1,2.0,58.0,2.0,
823786,16/01/2020,Vente,"405140,00",29.0,RUE,4510,HAXO,75020.0,BS,48,,13.0,"57,79",23.0,,,,,,,,2,2.0,58.0,2.0,
823787,20/01/2020,Vente,"12000,00",22.0,RUE,1506,DU CAPITAINE MARCHAL,75020.0,BM,65,,24.0,,,,,,,,,,1,3.0,0.0,0.0,
823788,10/02/2020,Vente,"1350000,00",236.0,RUE,7904,DES PYRENEES,75020.0,CD,1,,1.0,"140,80",3.0,"59,00",5.0,,6.0,,7.0,,5,4.0,49.0,0.0,
823789,27/01/2020,Vente,"235000,00",4.0,PAS,6259,DE MELUN,75019.0,AV,111,,67.0,"23,40",,,,,,,,,1,2.0,24.0,1.0,
823790,27/01/2020,Vente,"235000,00",4.0,PAS,6259,DE MELUN,75019.0,AV,111,,219.0,,,,,,,,,,1,3.0,0.0,0.0,
823791,30/01/2020,Vente,"200000,00",161.0,RUE,0833,DE BELLEVILLE,75019.0,EA,58,,1.0,"30,77",,,,,,,,,1,4.0,35.0,0.0,
823792,17/01/2020,Vente,"595000,00",139.0,AV,4903,JEAN JAURES,75019.0,AZ,37,,2.0,,36.0,"69,77",,,,,,,2,2.0,63.0,4.0,
823793,31/01/2020,Vente,"628900,00",155.0,RUE,7228,PELLEPORT,75020.0,AT,68,,85.0,,,,,,,,,,1,3.0,0.0,0.0,
823794,31/01/2020,Vente,"628900,00",155.0,RUE,7228,PELLEPORT,75020.0,AT,68,,40.0,"66,28",68.0,,,,,,,,2,2.0,66.0,3.0,
823795,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,22.0,2.0,291.0
823796,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,69.0,5.0,291.0
823797,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,4.0,383.0,0.0,291.0
823798,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,38.0,2.0,291.0
823799,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,32.0,2.0,291.0
823800,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,34.0,2.0,291.0
823801,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,30.0,2.0,291.0
823802,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,32.0,2.0,291.0
823803,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,37.0,2.0,291.0
823804,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,45.0,3.0,291.0
823805,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,32.0,2.0,291.0
823806,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,50.0,2.0,291.0
823807,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,32.0,2.0,291.0
823808,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,32.0,2.0,291.0
823809,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,32.0,2.0,291.0
823810,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,14.0,1.0,291.0
823811,30/01/2020,Vente,"1166667,00",5.0,PAS,2510,DAGORNO,75020.0,DO,90,,,,,,,,,,,,0,2.0,31.0,2.0,291.0
823812,23/01/2020,Vente,"810000,00",11.0,RUE,2092,CLAVEL,75019.0,EC,40,,17.0,,31.0,,,,,,,,2,2.0,39.0,2.0,
823813,23/01/2020,Vente,"810000,00",11.0,RUE,2092,CLAVEL,75019.0,EC,40,,18.0,,29.0,,,,,,,,2,2.0,30.0,3.0,
823814,06/02/2020,Vente,"330000,00",19.0,RUE,4545,HENRI CHEVREAU,75020.0,AO,28,,18.0,"37,05",,,,,,,,,1,2.0,38.0,2.0,
823815,06/02/2020,Vente,"330000,00",19.0,RUE,4545,HENRI CHEVREAU,75020.0,AO,28,,61.0,,,,,,,,,,1,3.0,0.0,0.0,
823816,23/01/2020,Vente,"485788,00",311.0,RUE,0833,DE BELLEVILLE,75019.0,DT,70,,111.0,"82,80",144.0,,,,,,,,2,2.0,83.0,4.0,
823817,23/01/2020,Vente,"485788,00",311.0,RUE,0833,DE BELLEVILLE,75019.0,DT,70,,171.0,,,,,,,,,,1,3.0,0.0,0.0,
823818,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,21.0,1.0,154.0
823819,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,13.0,1.0,154.0
823820,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,4.0,47.0,0.0,154.0
823821,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,19.0,1.0,154.0
823822,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,23.0,2.0,154.0
823823,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,13.0,1.0,154.0
823824,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,29.0,2.0,154.0
823825,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,23.0,2.0,154.0
823826,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,23.0,2.0,154.0
823827,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,33.0,3.0,154.0
823828,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,33.0,2.0,154.0
823829,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,30.0,2.0,154.0
823830,30/01/2020,Vente,"666667,00",20.0,RUE,5281,LALLY TOLLENDAL,75019.0,AV,50,,,,,,,,,,,,0,2.0,21.0,1.0,154.0
