,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Surface reelle bati,Nombre pieces principales,Surface terrain
803607,02/01/2020,Vente,"268800,00",14.0,RUE,0411,DE L ARCADE,75008.0,BS,136,,31,,8.0,"22,72",,,,,,,2,2.0,24.0,1.0,
803608,06/01/2020,Vente,"878378,00",9.0,BD,5888,DE LA MADELEINE,75001.0,BC,41,,14,"66,64",15.0,,40.0,,,,,,3,2.0,66.0,2.0,
803609,06/01/2020,Vente,"878378,00",9.0,BD,5888,DE LA MADELEINE,75001.0,BC,41,,63,,,,,,,,,,1,4.0,43.0,0.0,
803610,10/01/2020,Vente,"680000,00",10.0,RUE,1200,DU BOURG L ABBE,75003.0,AV,6,,9,"50,74",,,,,,,,,1,2.0,51.0,2.0,
803611,03/01/2020,Vente,"852000,00",24.0,RUE,8716,DE SAINTONGE,75003.0,AK,80,,74,"66,00",,,,,,,,,1,2.0,19.0,1.0,
803612,03/01/2020,Vente,"852000,00",24.0,RUE,8716,DE SAINTONGE,75003.0,AK,80,,15,,74.0,"66,00",,,,,,,2,2.0,12.0,1.0,
803613,03/01/2020,Vente,"852000,00",24.0,RUE,8716,DE SAINTONGE,75003.0,AK,80,,74,"66,00",,,,,,,,,1,2.0,12.0,1.0,
803614,08/01/2020,Vente,"6000,00",7.0,AV,3824,FRANKLIN D ROOSEVELT,75008.0,AL,13,,29,,,,,,,,,,1,2.0,79.0,3.0,
803615,03/01/2020,Vente,"2350000,00",83.0,RUE,6419,DE MONCEAU,75008.0,CG,26,,4,"204,32",,,,,,,,,1,2.0,212.0,8.0,
803616,03/01/2020,Vente,"2350000,00",83.0,RUE,6419,DE MONCEAU,75008.0,CG,26,,53,,,,,,,,,,1,2.0,174.0,5.0,
803617,08/01/2020,Vente,"370000,00",79.0,RUE,0420,DES ARCHIVES,75003.0,AI,49,,35,"22,61",,,,,,,,,1,2.0,21.0,1.0,
803618,13/01/2020,Vente,"475000,00",5.0,RUE,9942,DE WASHINGTON,75008.0,AU,11,,86,"50,07",,,,,,,,,1,4.0,50.0,0.0,
803619,09/01/2020,Vente,"741500,00",131.0,RUE,8525,SAINT DENIS,75001.0,AQ,107,,23,"61,41",40.0,,,,,,,,2,2.0,61.0,2.0,
803620,07/01/2020,Vente,"7000,00",6.0,RUE,4483,DES HAUDRIETTES,75003.0,AR,5,,785,,,,,,,,,,1,2.0,41.0,1.0,
803621,13/01/2020,Vente,"340000,00",97.0,RUE,0759,BEAUBOURG,75003.0,AD,37,,13,,14.0,,15.0,,20.0,,21.0,,5,2.0,30.0,1.0,
803622,03/01/2020,Vente,"800000,00",56.0,BD,8894,DE SEBASTOPOL,75003.0,AU,5,,13,,20.0,,23.0,,4.0,,,,4,4.0,125.0,0.0,
803623,03/01/2020,Vente,"800000,00",56.0,BD,8894,DE SEBASTOPOL,75003.0,AU,5,,10,,,,,,,,,,1,3.0,0.0,0.0,
803624,15/01/2020,Vente,"779637,00",27.0,RUE,4041,DU GENERAL FOY,75008.0,CH,53,,37,"64,52",,,,,,,,,1,2.0,65.0,2.0,
803625,02/01/2020,Vente,"89000,00",23.0,RUE,2289,DE CONSTANTINOPLE,75008.0,CF,98,,99,,,,,,,,,,1,3.0,0.0,0.0,
803626,09/01/2020,Vente,"829300,00",266.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,AY,11,,66,,,,,,,,,,1,2.0,75.0,3.0,
803627,10/01/2020,Vente,"1300000,00",8.0,RUE,9785,DE VIENNE,75008.0,BW,20,,23,,7.0,"133,68",,,,,,,2,2.0,163.0,6.0,
803628,16/01/2020,Vente,"435000,00",13.0,BD,9190,DU TEMPLE,75003.0,AJ,5,,7,"55,69",,,,,,,,,1,2.0,72.0,2.0,
803629,14/01/2020,Vente,"450000,00",18.0,RUE,8073,REAUMUR,75003.0,AE,21,,23,,5.0,"41,02",,,,,,,2,2.0,40.0,2.0,
803630,06/01/2020,Vente,"30000,00",7.0,RUE,1880,CHARLOT,75003.0,AQ,16,,64,,,,,,,,,,1,2.0,20.0,1.0,
803631,08/01/2020,Vente,"648600,00",3.0,RUE,7248,DU PERCHE,75003.0,AQ,61,,2,"43,71",7.0,,,,,,,,2,2.0,40.0,1.0,
803632,08/01/2020,Vente,"4800,00",39.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AB,75,,27,,,,,,,,,,1,2.0,39.0,2.0,
803633,06/01/2020,Vente,"106574,10",67.0,RUE,1275,DE BRETAGNE,75003.0,AI,5,,35,"26,43",,,,,,,,,1,2.0,11.0,1.0,
803634,06/01/2020,Vente,"710000,00",257.0,RUE,8635,SAINT HONORE,75001.0,BD,58,,103,"29,16",104.0,,,,,,,,2,4.0,30.0,0.0,
803635,09/01/2020,Vente,"38000,00",7.0,RUE,5927,AU MAIRE,75003.0,AE,179,,748,,,,,,,,,,1,3.0,0.0,0.0,
803636,09/01/2020,Vente,"18000,00",83.0,RUE,9191,DU TEMPLE,75003.0,AT,94,,91,,,,,,,,,,1,3.0,0.0,0.0,
803637,09/01/2020,Echange,"17400000,00",162.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BE,23,,13,,14.0,,21.0,,22.0,,23.0,,5,4.0,387.0,0.0,
803638,09/01/2020,Echange,"17400000,00",162.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BE,23,,32,,,,,,,,,,1,4.0,381.0,0.0,
803639,09/01/2020,Echange,"17400000,00",162.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BE,23,,7,,8.0,,,,,,,,2,4.0,110.0,0.0,
803640,09/01/2020,Echange,"17400000,00",162.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BE,23,,13,,14.0,,21.0,,22.0,,23.0,,5,4.0,387.0,0.0,
803641,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,219.0,0.0,824.0
803642,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,271.0,0.0,824.0
803643,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,49.0,0.0,824.0
803644,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,278.0,0.0,824.0
803645,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,461.0,0.0,824.0
803646,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,252.0,0.0,824.0
803647,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,265.0,0.0,824.0
803648,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,262.0,0.0,824.0
803649,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,253.0,0.0,824.0
803650,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,98.0,0.0,824.0
803651,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,261.0,0.0,824.0
803652,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,199.0,0.0,824.0
803653,09/01/2020,Echange,"44700000,00",39.0,AV,7471,PIERRE 1ER DE SERBIE,75008.0,AP,69,,,,,,,,,,,,0,4.0,314.0,0.0,824.0
803654,16/01/2020,Vente,"580000,00",8.0,RUE,8414,ROY,75008.0,CJ,54,,2,,,,,,,,,,1,4.0,32.0,0.0,
803655,06/01/2020,Vente,"544000,00",35.0,RUE,2318,COQUILLIERE,75001.0,AR,42,,14,,,,,,,,,,1,2.0,52.0,2.0,
803656,09/01/2020,Vente,"1925700,00",19.0,RUE,8716,DE SAINTONGE,75003.0,AK,105,,10,,5.0,"122,96",,,,,,,2,2.0,120.0,4.0,
803657,08/01/2020,Vente,"490000,00",117.0,RUE,8635,SAINT HONORE,75001.0,AT,169,,412,,,,,,,,,,1,2.0,42.0,2.0,
803658,10/01/2020,Vente,"505000,00",62.0,RUE,0407,DE L ARBRE SEC,75001.0,AT,116,,3,"41,19",,,,,,,,,1,2.0,40.0,1.0,
803659,10/01/2020,Vente,"105000,00",416.0,RUE,8635,SAINT HONORE,75008.0,BQ,41,,28,,,,,,,,,,1,3.0,0.0,0.0,
803660,10/01/2020,Vente,"30000,00",40.0,RUE,5665,DE LIEGE,75008.0,BZ,65,,351,"4,30",,,,,,,,,1,2.0,6.0,1.0,
803661,17/01/2020,Vente,"6500,00",166.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BE,17,,137,,,,,,,,,,1,3.0,0.0,0.0,
803662,17/01/2020,Vente,"6500,00",166.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BE,17,,102,,,,,,,,,,1,3.0,0.0,0.0,
803663,09/01/2020,Vente,"50000,00",179.0,RUE,8635,SAINT HONORE,75001.0,AX,92,,46,,,,,,,,,,1,3.0,0.0,0.0,
803664,17/01/2020,Vente,"1125000,00",70.0,RUE,8339,DE ROME,75008.0,CE,14,,14,"83,05",,,,,,,,,1,2.0,85.0,5.0,
803665,16/01/2020,Vente,"380000,00",24.0,RUE,7572,DE POITOU,75003.0,AK,87,,22,,23.0,"21,53",33.0,,,,,,3,2.0,21.0,2.0,
803666,16/01/2020,Vente,"380000,00",24.0,RUE,7572,DE POITOU,75003.0,AK,87,,24,,,,,,,,,,1,2.0,6.0,1.0,
803667,10/01/2020,Vente,"2800000,00",8.0,AV,6450,MONTAIGNE,75008.0,AK,45,,715,"108,45",,,,,,,,,1,2.0,103.0,2.0,
803668,10/01/2020,Vente,"2800000,00",8.0,AV,6450,MONTAIGNE,75008.0,AK,45,,51,,,,,,,,,,1,3.0,0.0,0.0,
803669,10/01/2020,Vente,"2800000,00",8.0,AV,6450,MONTAIGNE,75008.0,AK,45,,514,"9,92",,,,,,,,,1,3.0,0.0,0.0,
803670,10/01/2020,Vente,"2800000,00",8.0,AV,6450,MONTAIGNE,75008.0,AK,45,,52,,,,,,,,,,1,3.0,0.0,0.0,
803671,10/01/2020,Vente,"2800000,00",8.0,AV,6450,MONTAIGNE,75008.0,AK,45,,361,"98,53",,,,,,,,,1,2.0,12.0,1.0,
803672,06/01/2020,Vente,"368000,00",7.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AF,99,,32,"27,37",,,,,,,,,1,2.0,26.0,2.0,
803673,10/01/2020,Vente,"1530000,00",81.0,RUE,0300,D AMSTERDAM,75008.0,CD,64,,23,"171,58",72.0,,,,,,,,2,2.0,173.0,6.0,
803674,09/01/2020,Vente,"45000,00",8.0,AV,4110,GEORGE V,75008.0,AO,54,,24,,,,,,,,,,1,3.0,0.0,0.0,
803675,10/01/2020,Vente,"449100,00",206.0,RUE,8249,DE RIVOLI,75001.0,AY,100,,312,,313.0,,314.0,,315.0,,,,4,2.0,33.0,2.0,
803676,20/01/2020,Vente,"40000,00",11.0,RUE,0904,DE BERRI,75008.0,BF,16,,13,,,,,,,,,,1,4.0,10.0,0.0,
803677,08/01/2020,Vente,"600000,00",14.0,RUE,6286,MESLAY,75003.0,AF,17,,42,,,,,,,,,,1,3.0,0.0,0.0,
803678,15/01/2020,Vente,"445000,00",45.0,RUE,8716,DE SAINTONGE,75003.0,AH,57,,29,"25,90",,,,,,,,,1,2.0,24.0,2.0,
803679,22/01/2020,Vente,"245000,00",7.0,RUE,3875,FROISSART,75003.0,AK,37,,63,,64.0,,82.0,,,,,,3,2.0,18.0,1.0,
803680,10/01/2020,Vente,"686000,00",76.0,AV,1733,DES CHAMPS ELYSEES,75008.0,BG,9,,252,,,,,,,,,,1,2.0,23.0,1.0,
803681,10/01/2020,Vente,"686000,00",76.0,AV,1733,DES CHAMPS ELYSEES,75008.0,BG,9,,251,"57,93",,,,,,,,,1,2.0,35.0,1.0,
803682,21/01/2020,Vente,"407000,00",5.0,AV,0763,BEAUCOUR,75008.0,AZ,8,,59,,,,,,,,,,1,2.0,32.0,1.0,
803683,22/01/2020,Vente,"387000,00",18.0,RUE,5927,AU MAIRE,75003.0,AE,150,,4,,6.0,,,,,,,,2,2.0,33.0,2.0,
803684,06/01/2020,Vente,"900000,00",4.0,RUE,2031,CHRISTOPHE COLOMB,75008.0,AS,32,,4,,,,,,,,,,1,4.0,83.0,0.0,
803685,06/01/2020,Vente,"105000,00",41.0,RUE,0759,BEAUBOURG,75003.0,AU,71,,185,,,,,,,,,,1,2.0,9.0,1.0,
803686,15/01/2020,Vente,"490000,00",15.0,RUE,4278,DE LA GRANDE TRUANDERIE,75001.0,AQ,148,,14,,,,,,,,,,1,2.0,41.0,2.0,
803687,10/01/2020,Vente,"1535000,00",11.0,RUE,2185,DU COLISEE,75008.0,BH,13,,118,,137.0,,,,,,,,2,2.0,110.0,5.0,
803688,22/01/2020,Vente,"108400,00",149.0,RUE,9191,DU TEMPLE,75003.0,AE,177,,4,"7,65",,,,,,,,,1,2.0,13.0,1.0,
803689,02/01/2020,Vente,"1900000,00",11.0,RUE,0473,ARSENE HOUSSAYE,75008.0,AV,14,,29,,67.0,,,,,,,,2,2.0,210.0,7.0,
803690,23/01/2020,Vente,"338000,00",47.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AB,82,,14,,,,,,,,,,1,2.0,24.0,1.0,
803691,17/01/2020,Vente,"70000,00",178.0,RUE,9191,DU TEMPLE,75003.0,AG,92,,45,"11,80",,,,,,,,,1,2.0,10.0,1.0,
803692,08/01/2020,Vente,"338000,00",152.0,BD,4485,HAUSSMANN,75008.0,CL,65,,164,,,,,,,,,,1,2.0,32.0,1.0,
803693,08/01/2020,Vente,"1,00",66.0,RUE,9506,DE TURENNE,75003.0,AM,103,,77,,,,,,,,,,1,2.0,12.0,1.0,
803694,08/01/2020,Vente,"6000,00",66.0,RUE,9506,DE TURENNE,75003.0,AM,103,,76,,,,,,,,,,1,2.0,12.0,1.0,
803695,16/01/2020,Vente,"800000,00",5.0,RUE,4901,JEAN JACQUES ROUSSEAU,75001.0,AS,17,,117,,123.0,"63,55",124.0,,125.0,,194.0,,5,2.0,70.0,2.0,
803696,08/01/2020,Vente,"1195000,00",12.0,RUE,7248,DU PERCHE,75003.0,AQ,43,,20,,24.0,,25.0,,,,,,3,2.0,96.0,3.0,
803697,08/01/2020,Vente,"1500000,00",5.0,RUE,7863,DES PROUVAIRES,75001.0,AT,49,,114,"33,33",200.0,"20,70",40.0,"43,50",61.0,"26,50",,,4,4.0,145.0,0.0,
803698,22/01/2020,Vente,"180000,00",28.0,RUE,0746,BAYARD,75008.0,AM,19,,17,,,,,,,,,,1,3.0,0.0,0.0,
803699,22/01/2020,Vente,"180000,00",28.0,RUE,0746,BAYARD,75008.0,AM,19,,18,,,,,,,,,,1,3.0,0.0,0.0,
803700,22/01/2020,Vente,"2258000,00",251.0,RUE,8694,SAINT MARTIN,75003.0,AD,11,,26,,5.0,"188,11",,,,,,,2,2.0,187.0,7.0,
803701,14/01/2020,Vente,"693800,00",31.0,RUE,9470,TRONCHET,75008.0,BS,75,,124,"48,50",126.0,,127.0,,,,,,3,4.0,50.0,0.0,
803702,14/01/2020,Vente,"1254800,00",12.0,RUE,7231,PELOUZE,75008.0,CF,4,,25,"111,87",28.0,,,,,,,,2,2.0,113.0,5.0,
803703,13/01/2020,Vente,"1860000,00",312.0,RUE,8635,SAINT HONORE,75001.0,AY,64,,14,,5.0,"141,32",,,,,,,2,2.0,142.0,6.0,
803704,24/01/2020,Vente,"610000,00",85.0,RUE,9191,DU TEMPLE,75003.0,AT,41,,40,"44,58",94.0,,,,,,,,2,2.0,49.0,2.0,
803705,10/01/2020,Vente,"1400000,00",3.0,RUE,1599,DE CASTELLANE,75008.0,BS,120,,9,"100,83",,,,,,,,,1,2.0,107.0,3.0,
803706,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,3.0,0.0,0.0,1316.0
803707,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,60.0,2.0,1316.0
803708,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,72.0,3.0,1316.0
803709,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,108.0,4.0,1316.0
803710,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,170.0,5.0,1316.0
803711,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,180.0,3.0,1316.0
803712,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,173.0,5.0,1316.0
803713,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,3.0,0.0,0.0,1316.0
803714,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,90.0,4.0,1316.0
803715,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,57.0,1.0,1316.0
803716,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,215.0,4.0,1316.0
803717,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,27.0,2.0,1316.0
803718,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,48.0,1.0,1316.0
803719,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,27.0,2.0,1316.0
803720,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,160.0,3.0,1316.0
803721,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,63.0,2.0,1316.0
803722,09/01/2020,Vente,"24500000,00",51.0,RUE,6419,DE MONCEAU,75008.0,CM,18,,,,,,,,,,,,0,2.0,172.0,5.0,1316.0
803723,09/01/2020,Vente,"24500000,00",53.0,RUE,6419,DE MONCEAU,75008.0,CM,19,,65,,,,,,,,,,1,3.0,0.0,0.0,
803724,09/01/2020,Vente,"24500000,00",53.0,RUE,6419,DE MONCEAU,75008.0,CM,19,,66,,,,,,,,,,1,3.0,0.0,0.0,
803725,14/01/2020,Vente,"175050,00",249.0,RUE,8694,SAINT MARTIN,75003.0,AD,12,,1,,23.0,"11,88",24.0,,,,,,3,2.0,16.0,1.0,
803726,14/01/2020,Vente,"550000,00",3.0,RUE,6387,DE MIROMESNIL,75008.0,BK,51,,18,"44,03",,,,,,,,,1,2.0,54.0,2.0,
803727,06/01/2020,Vente,"1750000,00",22.0,AV,3868,DE FRIEDLAND,75008.0,AV,24,,130,,217.0,,,,,,,,2,2.0,171.0,5.0,
803728,09/01/2020,Vente,"42500,00",9.0,RUE,4290,DU GRAND VENEUR,75003.0,AM,116,,3691,,,,,,,,,,1,3.0,0.0,0.0,
803729,28/01/2020,Vente,"416300,00",48.0,RUE,8716,DE SAINTONGE,75003.0,AJ,49,,16,,,,,,,,,,1,2.0,31.0,2.0,
803730,23/01/2020,Vente,"1787900,00",25.0,RUE,5897,DE MADRID,75008.0,BX,94,,62,,,,,,,,,,1,2.0,19.0,1.0,
803731,23/01/2020,Vente,"1787900,00",25.0,RUE,5897,DE MADRID,75008.0,BX,94,,62,,,,,,,,,,1,3.0,0.0,0.0,
803732,23/01/2020,Vente,"1787900,00",25.0,RUE,5897,DE MADRID,75008.0,BX,94,,21,,54.0,,,,,,,,2,2.0,126.0,4.0,
803733,23/01/2020,Vente,"1787900,00",25.0,RUE,5897,DE MADRID,75008.0,BX,94,,28,,,,,,,,,,1,3.0,0.0,0.0,
803734,20/01/2020,Vente,"950000,00",76.0,AV,1733,DES CHAMPS ELYSEES,75008.0,BG,9,,210,,,,,,,,,,1,2.0,36.0,1.0,
803735,28/01/2020,Vente,"840000,00",36.0,RUE,5200,DE LABORDE,75008.0,CI,66,,19,"87,89",,,,,,,,,1,4.0,90.0,0.0,
803736,06/01/2020,Vente,"7225000,00",8.0,RUE,5200,DE LABORDE,75008.0,BW,24,2.0,,,,,,,,,,,0,,,,
803737,14/01/2020,Vente,"55000,00",11.0,RUE,0904,DE BERRI,75008.0,BF,16,,22,,,,,,,,,,1,4.0,15.0,0.0,
803738,14/01/2020,Vente,"101850,00",138.0,BD,4485,HAUSSMANN,75008.0,CI,88,,12,,,,,,,,,,1,4.0,10.0,0.0,
803739,22/01/2020,Vente,"70000,00",8.0,RUE,6537,DU MONT THABOR,75001.0,AY,22,,4,"16,97",,,,,,,,,1,3.0,0.0,0.0,
803740,22/01/2020,Vente,"1174500,00",3.0,RUE,9429,TREILHARD,75008.0,CI,139,,107,"84,60",136.0,,,,,,,,2,2.0,86.0,4.0,
803741,17/01/2020,Vente,"839990,00",50.0,RUE,4041,DU GENERAL FOY,75008.0,CG,74,,10,"65,72",,,,,,,,,1,2.0,65.0,2.0,
803742,29/01/2020,Vente,"1000,00",19.0,RUE,1275,DE BRETAGNE,75003.0,AK,77,,21,,,,,,,,,,1,3.0,0.0,0.0,
803743,30/01/2020,Vente,"180900,00",21.0,RUE,6573,DE MOSCOU,75008.0,CE,85,,35,,,,,,,,,,1,2.0,22.0,1.0,
803744,27/01/2020,Vente,"1285150,00",5.0,RUE,5200,DE LABORDE,75008.0,BW,35,,15,"103,65",65.0,,,,,,,,2,2.0,103.0,5.0,
803745,20/01/2020,Vente,"1470000,00",45.0,BD,0783,BEAUMARCHAIS,75003.0,AN,55,,13,"124,45",25.0,,26.0,,,,,,3,2.0,120.0,4.0,
803746,06/01/2020,Vente,"350000,00",70.0,RUE,9711,DU VERTBOIS,75003.0,AB,94,,2,,7.0,"27,98",8.0,,9.0,,,,4,4.0,41.0,0.0,
803747,17/01/2020,Vente,"550000,00",7.0,RUE,4897,JEAN GOUJON,75008.0,AL,18,,114,"38,05",,,,,,,,,1,2.0,42.0,1.0,
803748,28/01/2020,Vente,"70000,00",30.0,RUE,8724,DE SAINT PETERSBOURG,75008.0,CD,61,,26,,,,,,,,,,1,2.0,16.0,1.0,
803749,09/01/2020,Vente,"500000,00",10.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AF,44,,9,"63,50",,,,,,,,,1,4.0,60.0,0.0,
803750,10/01/2020,Vente,"830000,00",5.0,RUE,7279,PERRAULT,75001.0,AK,5,,51,,52.0,"64,13",53.0,,,,,,3,2.0,78.0,3.0,
803751,29/01/2020,Vente,"47000,00",7.0,RUE,5927,AU MAIRE,75003.0,AE,179,,549,,,,,,,,,,1,3.0,0.0,0.0,
803752,23/01/2020,Vente,"450000,00",15.0,RUE,6286,MESLAY,75003.0,AF,51,,11,"35,25",,,,,,,,,1,2.0,39.0,1.0,
803753,20/01/2020,Vente,"703332,00",19.0,RUE,4901,JEAN JACQUES ROUSSEAU,75001.0,AS,7,,123,,,,,,,,,,1,2.0,63.0,3.0,
803754,20/01/2020,Vente,"1125000,00",19.0,RUE,4901,JEAN JACQUES ROUSSEAU,75001.0,AS,7,,130,,213.0,,,,,,,,2,2.0,33.0,1.0,
803755,22/01/2020,Vente,"69000,00",23.0,RUE,2289,DE CONSTANTINOPLE,75008.0,CF,98,,98,,,,,,,,,,1,3.0,0.0,0.0,
803756,24/01/2020,Vente,"1825000,00",60.0,RUE,5708,DE LISBONNE,75008.0,CO,41,,16,"12,11",,,,,,,,,1,3.0,0.0,0.0,
803757,24/01/2020,Vente,"1825000,00",60.0,RUE,5708,DE LISBONNE,75008.0,CO,41,,39,,56.0,,6.0,"136,29",,,,,3,2.0,132.0,4.0,
803758,24/01/2020,Vente,"1825000,00",60.0,RUE,5708,DE LISBONNE,75008.0,CO,41,,37,"9,02",,,,,,,,,1,3.0,0.0,0.0,
803759,27/01/2020,Vente,"225348,00",47.0,RUE,1275,DE BRETAGNE,75003.0,AI,75,,23,,,,,,,,,,1,3.0,0.0,0.0,
803760,27/01/2020,Vente,"225348,00",47.0,RUE,1275,DE BRETAGNE,75003.0,AI,75,,11,,21.0,,,,,,,,2,2.0,91.0,4.0,
803761,16/01/2020,Vente,"519000,00",23.0,RUE,4302,DES GRAVILLIERS,75003.0,AS,10,,10,"38,04",37.0,,,,,,,,2,2.0,39.0,2.0,
803762,16/01/2020,Vente,"125000,00",2.0,RUE,3909,GABRIEL VICAIRE,75003.0,AG,46,,26,"8,07",,,,,,,,,1,3.0,0.0,0.0,
803763,21/01/2020,Vente,"38500,00",11.0,RUE,0904,DE BERRI,75008.0,BF,16,,69,,,,,,,,,,1,4.0,13.0,0.0,
803764,17/01/2020,Vente,"490566,00",37.0,BD,8894,DE SEBASTOPOL,75001.0,AP,64,,31,"40,18",,,,,,,,,1,2.0,39.0,2.0,
803765,21/01/2020,Vente,"369000,00",155.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BD,12,,137,"31,80",,,,,,,,,1,2.0,31.0,1.0,
803766,10/01/2020,Vente,"606000,00",22.0,RUE,6286,MESLAY,75003.0,AF,9,,55,,57.0,,58.0,,,,,,3,4.0,90.0,0.0,
803767,07/01/2020,Vente,"960000,00",23.0,RUE,8724,DE SAINT PETERSBOURG,75008.0,CD,23,,14,"92,29",51.0,,,,,,,,2,2.0,96.0,4.0,
803768,10/01/2020,Vente,"17000,00",49.0,RUE,7612,DE PONTHIEU,75008.0,BG,16,,874,,,,,,,,,,1,4.0,15.0,0.0,
803769,08/01/2020,Vente,"572500,00",9.0,RUE,2330,DE LA CORDERIE,75003.0,AG,42,,17,"39,18",28.0,,,,,,,,2,2.0,40.0,1.0,
803770,23/01/2020,Vente,"109500,00",68.0,RUE,9504,DE TURBIGO,75003.0,AF,127,,38,"8,30",39.0,,,,,,,,2,3.0,0.0,0.0,
803771,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,50,,,,,,,,,,1,4.0,8.0,0.0,
803772,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,38,"397,62",,,,,,,,,1,4.0,398.0,0.0,
803773,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,1,,61.0,,,,,,,,2,4.0,8.0,0.0,
